"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid","rel_class","abs_ofav","abs_ssid","delta_log10p","p_ofav","p_ssid","p_ratio","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","treatment"
"OA + Bleaching vs OA.64","LH_LC","OG0006707","Ofaveolata022867","Ssiderea015142",-1.33796750474265,2.15320257023221,"metal ion binding","metal ion binding","Transcription","Transcription","Inverse",2.15320257023221,1.33796750474265,0.81523506548956,0.00702744458676771,0.0459232372738925,6.53484160662944,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.65","LH_LC","OG0006801","Ofaveolata015531","Ssiderea59518",3.58893116481044,-1.91142589949463,"integrin-mediated signaling pathway","integrin-mediated signaling pathway","","","Inverse",1.91142589949463,3.58893116481044,1.67750526531581,0.0122623610856882,0.000257672953338671,47.5888560549511,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.66","LH_LC","OG0006847","Ofaveolata028491","Ssiderea042685",-6.18439693314114,1.3359813662949,"HIV-1 Tat interactive protein 2","HIV-1 Tat interactive protein 2","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.3359813662949,6.18439693314114,4.84841556684624,0.0461337368134584,6.54038128055921e-07,70536.7696996312,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.67","LH_LC","OG0007184","Ofaveolata019786","Ssiderea011997",1.03902284156145,-3.65769115765031,"major facilitator superfamily","major facilitator superfamily","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",3.65769115765031,1.03902284156145,2.61866831608886,0.000219942340547896,0.0914065165278692,415.593088171051,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.68","LH_LC","OG0007404","Ofaveolata010569","Ssiderea045378",1.21852422157629,-28.8517052348936,"RNA recognition motif","RNA recognition motif","RNA processing and modification","RNA processing and modification","Inverse",28.8517052348936,1.21852422157629,27.6331810133173,1.40700216308237e-29,0.0604610629914952,4.29715494246581e+27,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.69","LH_LC","OG0007705","Ofaveolata029293","Ssiderea033146",-1.4032142775054,1.1241956226347,"hematopoietic progenitor cell differentiation","hematopoietic progenitor cell differentiation","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Inverse",1.1241956226347,1.4032142775054,0.2790186548707,0.0751284410922078,0.0395171597381011,1.9011599414057,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.70","LH_LC","OG0007849","Ofaveolata025772","Ssiderea038875",-2.21518825926702,1.31494201173404,"structural constituent of ribosome","structural constituent of ribosome","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.31494201173404,2.21518825926702,0.90024624753298,0.0484237020007032,0.00609272730628403,7.94778751229503,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.71","LH_LC","OG0007877","Ofaveolata015345","Ssiderea038388",-2.32138918547917,1.77785792903812,"mitochondrial translation","mitochondrial translation","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.77785792903812,2.32138918547917,0.54353125644105,0.0166779270914969,0.00477101535752181,3.49567667293358,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.72","LH_LC","OG0008345","Ofaveolata000292","Ssiderea029511",1.75702998625773,-2.2883935958907,"ATP-dependent microtubule motor activity, plus-end-directed","Microtubule binding","Cytoskeleton","Cytoskeleton","Inverse",2.2883935958907,1.75702998625773,0.53136360963297,0.00514761910557831,0.0174972587303856,3.39909740241355,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.73","LH_LC","OG0008478","Ofaveolata032667","Ssiderea052025",1.756549417257,-2.32038746072005,"Carboxypeptidase","Carboxypeptidase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.32038746072005,1.756549417257,0.56383804346305,0.00478203267514325,0.0175166310560892,3.66300948697815,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.74","LH_LC","OG0008559","Ofaveolata004843","Ssiderea011198",1.74196323798686,-2.03205755386585,"galactosyltransferase activity","galactosyltransferase activity","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis","Inverse",2.03205755386585,1.74196323798686,0.29009431587899,0.00928843285827735,0.0181149342481566,1.95026809415041,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.75","LH_LC","OG0008597","Ofaveolata022492","Ssiderea015589",-1.74475308491555,3.3270695485979,"ATP-dependent DNA helicase activity","ATP-dependent DNA helicase activity","Replication, recombination and repair","Replication, recombination and repair","Inverse",3.3270695485979,1.74475308491555,1.58231646368235,0.000470901909389796,0.0179989394137198,38.2222689159261,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.76","LH_LC","OG0008701","Ofaveolata030710","Ssiderea054343",-1.71268869112605,1.21002536291565,"Sigma non-opioid intracellular receptor 1","Sigma non-opioid intracellular receptor 1","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.21002536291565,1.71268869112605,0.5026633282104,0.061655899359743,0.019378105181996,3.18173003916951,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.77","LH_LC","OG0008748","Ofaveolata021083","Ssiderea011921",1.64578116206588,-1.00193544637393,"photoreceptor cell maintenance","photoreceptor cell maintenance",NA,"Function Unknown","Inverse",1.00193544637393,1.64578116206588,0.64384571569195,0.0995553385625598,0.0226057457090293,4.40398382977451,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.78","LH_LC","OG0008761","Ofaveolata022640","Ssiderea050122",2.2085902552186,-3.25106352270303,"carbohydrate binding","carbohydrate binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",3.25106352270303,2.2085902552186,1.04247326748443,0.000560965919549684,0.00618599756593936,11.0274035379996,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.79","LH_LC","OG0008814","Ofaveolata008100","Ssiderea009630",-1.28528412420553,2.14173231406207,"vacuolar protein processing","Legumain","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.14173231406207,1.28528412420553,0.85644818985654,0.00721552084954335,0.0518460740484418,7.18535433955859,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.80","LH_LC","OG0008844","Ofaveolata003495","Ssiderea046240",1.03601511238043,-1.04595707120164,"Progestin and adipoQ receptor family member","steroid hormone receptor activity","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.04595707120164,1.03601511238043,0.00994195882120996,0.0899586498751956,0.0920417542927899,1.02315624367956,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.81","LH_LC","OG0008867","Ofaveolata022801","Ssiderea015190",-7.55046246134058,1.06749463609433,"tRNA-4-demethylwyosine synthase activity","tRNA-4-demethylwyosine synthase activity","Energy production and conversion","Energy production and conversion","Inverse",1.06749463609433,7.55046246134058,6.48296782524625,0.0856062284751017,2.81538335497276e-08,3040659.74972456,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.82","LH_LC","OG0009169","Ofaveolata007065","Ssiderea028276",-1.69496217839121,1.5329742114918,"BRO1-like domain","BRO1-like domain",NA,"Function Unknown","Inverse",1.5329742114918,1.69496217839121,0.16198796689941,0.0293106728754596,0.0201854214576104,1.45207138414287,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.83","LH_LC","OG0009208","Ofaveolata000561","Ssiderea029205",-2.38272954658302,1.60056747638862,"palmitoyl-(protein) hydrolase activity","palmitoyl-(protein) hydrolase activity","","","Inverse",1.60056747638862,2.38272954658302,0.7821620701944,0.0250860638669331,0.00414257570100608,6.05566818268175,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.84","LH_LC","OG0009232","Ofaveolata001013","Ssiderea022409",-1.00431286783796,1.27524568005544,"Adducin 3 (Gamma)","Adducin 3 (Gamma)","","","Inverse",1.27524568005544,1.00431286783796,0.27093281221748,0.0530584208237557,0.0990118401834879,1.86609097380368,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.85","LH_LC","OG0009298","Ofaveolata006609","Ssiderea010002",-1.47288770173074,1.15230545922645,"COPII-coated vesicle budding","COPII-coated vesicle budding","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Inverse",1.15230545922645,1.47288770173074,0.32058224250429,0.0704197600276925,0.0336598594549835,2.09209905115235,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.86","LH_LC","OG0009356","Ofaveolata022553","Ssiderea015347",-1.85914237696076,3.31100089331858,"LON peptidase N-terminal domain and RING finger","LON peptidase N-terminal domain and RING finger","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",3.31100089331858,1.85914237696076,1.45185851635782,0.000488651354214284,0.0138311287173648,28.3046974045622,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.87","LH_LC","OG0009476","Ofaveolata002854","Ssiderea013482",2.00942636548797,-3.22361758473479,"glutathione hydrolase activity","glutathione hydrolase activity","Amino acid transport and metabolism","Amino acid transport and metabolism","Inverse",3.22361758473479,2.00942636548797,1.21419121924682,0.000597561233763304,0.00978528850022506,16.3753736811198,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.88","LH_LC","OG0009498","Ofaveolata026615","Ssiderea035159",-2.20547162112027,1.4222291524174,"histone demethylase activity (H3-monomethyl-K4 specific)","histone demethylase activity (H3-monomethyl-K4 specific)","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism","Inverse",1.4222291524174,2.20547162112027,0.78324246870287,0.0378242954830229,0.00623057859681029,6.0707516798499,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.89","LH_LC","OG0009499","Ofaveolata033072","Ssiderea026121",-1.00455525959782,1.33374685368596,"La ribonucleoprotein domain family, member 7","RNA processing","RNA processing and modification","RNA processing and modification","Inverse",1.33374685368596,1.00455525959782,0.32919159408814,0.0463717137487988,0.0989565943560613,2.133986138449,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.90","LH_LC","OG0009551","Ofaveolata026600","Ssiderea035170",-8.67845487222636,1.61845927669652,"2 iron, 2 sulfur cluster binding","2Fe-2S iron-sulfur cluster binding domain","Energy production and conversion","Energy production and conversion","Inverse",1.61845927669652,8.67845487222636,7.05999559552984,0.0240735824373291,2.09674264263052e-09,11481419.7736385,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.91","LH_LC","OG0009656","Ofaveolata024713","Ssiderea016961",1.52967778786162,-1.74723820289535,"TBC LysM-associated domain containing 1","negative regulation of oxidative stress-induced neuron death",NA,"Function Unknown","Inverse",1.74723820289535,1.52967778786162,0.21756041503373,0.0178962400746208,0.0295339960281581,1.65029055852023,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.92","LH_LC","OG0009683","Ofaveolata027973","Ssiderea035456",1.21386865860321,-1.69523393365584,"DIRAS family, GTP-binding Ras-like","DIRAS family, GTP-binding Ras-like",NA,"Function Unknown","Inverse",1.69523393365584,1.21386865860321,0.48136527505263,0.0201727945906096,0.0611126816831457,3.02946036597197,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.93","LH_LC","OG0009716","Ofaveolata026640","Ssiderea017635",1.06995382510954,-1.71297619746941,"negative regulation of growth rate","negative regulation of growth rate","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.71297619746941,1.06995382510954,0.64302237235987,0.0193652809701543,0.0851228537383637,4.39564258683128,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.94","LH_LC","OG0009765","Ofaveolata008051","Ssiderea009584",-2.47765265240734,1.35289703230845,"TAF6-like RNA polymerase II, p300 CBP-associated","TAF6-like RNA polymerase II, p300 CBP-associated","Transcription","Transcription","Inverse",1.35289703230845,2.47765265240734,1.12475562009889,0.0443713832404264,0.00332925719961652,13.3277126337783,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.95","LH_LC","OG0009912","Ofaveolata010243","Ssiderea019444",-1.25651985543673,1.33566439629707,"ATP binding","ATP binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.33566439629707,1.25651985543673,0.07914454086034,0.046167419829639,0.0553962216853761,1.19989858410524,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.96","LH_LC","OG0010028","Ofaveolata010348","Ssiderea045276",-2.52187594553941,1.03709951935582,"alpha-catenin binding","alpha-catenin binding","Extracellular structures","Extracellular structures","Inverse",1.03709951935582,2.52187594553941,1.48477642618359,0.0918122183038941,0.00300693509880449,30.5334885147329,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.97","LH_LC","OG0010048","Ofaveolata006966","Ssiderea032053",-1.14820556698982,1.49929258164839,"DNA strand elongation involved in nuclear cell cycle DNA replication","DNA strand elongation involved in nuclear cell cycle DNA replication","Replication, recombination and repair","Replication, recombination and repair","Inverse",1.49929258164839,1.14820556698982,0.35108701465857,0.0316743286312522,0.0710876950718804,2.2443315499903,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.98","LH_LC","OG0010049","Ofaveolata016136","Ssiderea055363",-3.57013863086307,2.09181837059995,"sodium-dependent L-ascorbate transmembrane transporter activity","sodium-dependent L-ascorbate transmembrane transporter activity","Nucleotide transport and metabolism","Nucleotide transport and metabolism","Inverse",2.09181837059995,3.57013863086307,1.47832026026312,0.00809434347726169,0.000269067577794001,30.0829388052794,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.99","LH_LC","OG0010114","Ofaveolata026638","Ssiderea017638",1.00086065681342,-2.30030844524747,"carbohydrate binding","carbohydrate binding",NA,"Function Unknown","Inverse",2.30030844524747,1.00086065681342,1.29944778843405,0.00500831406087224,0.0998020226792633,19.9272692299736,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.100","LH_LC","OG0010122","Ofaveolata018324","Ssiderea018647",-1.11259888141724,1.19878998323858,"Collagen triple helix","Collagen triple helix",NA,"Function Unknown","Inverse",1.19878998323858,1.11259888141724,0.0861911018213399,0.0632717747982241,0.0771615811875182,1.2195261067607,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.101","LH_LC","OG0010533","Ofaveolata018782","Ssiderea003304",1.17547674232752,-1.9598084509863,"TMEM192 family","TMEM192 family",NA,"Function Unknown","Inverse",1.9598084509863,1.17547674232752,0.78433170865878,0.0109696191318341,0.0667610652406688,6.08599664567449,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.102","LH_LC","OG0010777","Ofaveolata034148","Ssiderea031598",4.67684934371035,-1.19582441807908,"Egl-9 family hypoxia-inducible factor","Egl-9 family hypoxia-inducible factor","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.19582441807908,4.67684934371035,3.48102492563127,0.0637053024492276,2.10450836484707e-05,3027.08715790051,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.103","LH_LC","OG0010894","Ofaveolata001227","Ssiderea029275",6.77785960966245,-1.7735455408094,"positive regulation of glomerular metanephric mesangial cell proliferation","Transcriptional regulator. Recognizes and binds to the DNA sequence 5'-GCG(T G)GGGCG-3'(EGR-site) in the promoter region of target genes. Binds double-stranded target DNA, irrespective of the cytosine methylation status. Regulates the transcription of numerous target genes, and thereby plays an important role in regulating the response to growth factors, DNA damage, and ischemia. Plays a role in the regulation of cell survival, proliferation and cell death","Transcription","Transcription","Inverse",1.7735455408094,6.77785960966245,5.00431406885305,0.0168443578490002,1.66778625517042e-07,100998.301171867,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.104","LH_LC","OG0010989","Ofaveolata033418","Ssiderea047118",2.00775299110063,-4.79660345589887,"signaling receptor binding","mesenchymal-epithelial cell signaling involved in prostate gland development","Cell wall/membrane/envelope biogenesis","Signal transduction mechanisms","Inverse",4.79660345589887,2.00775299110063,2.78885046479824,1.59733697249206e-05,0.00982306479829025,614.965092992554,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.105","LH_LC","OG0011179","Ofaveolata026476","Ssiderea038546",-1.24668005211293,1.63025410616758,"-","-","","","Inverse",1.63025410616758,1.24668005211293,0.38357405405465,0.0234285760571076,0.0566656595316804,2.4186557216946,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.106","LH_LC","OG0011224","Ofaveolata031986","Ssiderea048810",2.02203737752595,-2.10052245614615,"negative regulation of smooth muscle cell differentiation","negative regulation of smooth muscle cell differentiation","Transcription","Transcription","Inverse",2.10052245614615,2.02203737752595,0.0784850786201998,0.00793373232618118,0.00950522983437939,1.19807795922384,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.107","LH_LC","OG0011232","Ofaveolata026486","Ssiderea038565",-10.9253740520468,1.26017695632828,"acetylesterase activity","acetylesterase activity",NA,"Function Unknown","Inverse",1.26017695632828,10.9253740520468,9.66519709571852,0.0549317005191327,1.18747902701256e-11,4625909112.46062,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.108","LH_LC","OG0011384","Ofaveolata023563","Ssiderea049941",1.33349007164783,-6.07454820871771,"nitric oxide catabolic process","nitric oxide catabolic process","Energy production and conversion","Energy production and conversion","Inverse",6.07454820871771,1.33349007164783,4.74105813706988,8.42270890242739e-07,0.0463991397110538,55088.1435516331,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.109","LH_LC","OG0011451","Ofaveolata001473","Ssiderea043685",2.36334000467007,-2.19774734100771,"acid phosphatase activity","acid phosphatase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",2.19774734100771,2.36334000467007,0.16559266366236,0.00634238584185729,0.00433171620010838,1.46417390910757,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.110","LH_LC","OG0011557","Ofaveolata014552","Ssiderea004387",3.23969486889351,-1.26550002058228,"regulation of canonical Wnt signaling pathway involved in osteoblast differentiation","regulation of canonical Wnt signaling pathway involved in osteoblast differentiation","Replication, recombination and repair","Replication, recombination and repair","Inverse",1.26550002058228,3.23969486889351,1.97419484831123,0.0542625225612674,0.000575844377938168,94.2312274638443,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.111","LH_LC","OG0011606","Ofaveolata001300","Ssiderea049628",-1.45902356636177,2.07061443473147,"erythrocyte development","erythrocyte development","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning","Inverse",2.07061443473147,1.45902356636177,0.6115908683697,0.00849934709532342,0.034751730340784,4.08875293019923,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.112","LH_LC","OG0011630","Ofaveolata008513","Ssiderea050500",-4.14152196268256,2.73497050199177,"translocation of peptides or proteins into host cell cytoplasm","translocation of peptides or proteins into host cell cytoplasm","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.73497050199177,4.14152196268256,1.40655146069079,0.00184089703403095,7.21901654764826e-05,25.5006623392581,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.113","LH_LC","OG0011744","Ofaveolata022598","Ssiderea015270",-1.75932170026628,1.75840059379173,"transcription initiation from RNA polymerase III promoter","transcription initiation from RNA polymerase III promoter","Transcription","Transcription","Inverse",1.75840059379173,1.75932170026628,0.000921106474550015,0.017442125467745,0.0174051712121677,1.00212317679193,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.114","LH_LC","OG0011757","Ofaveolata034824","Ssiderea012838",1.33334409574477,-2.95251933331331,"carbohydrate binding","Macrophage mannose receptor 1-like",NA,"","Inverse",2.95251933331331,1.33334409574477,1.61917523756854,0.00111552849071098,0.0464147381011637,41.6078464043366,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.115","LH_LC","OG0011875","Ofaveolata011466","Ssiderea019386",-2.58247911241515,1.3368778541484,"Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA","Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.3368778541484,2.58247911241515,1.24560125826675,0.0460386039508209,0.00261529622894003,17.6035905383767,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.116","LH_LC","OG0011893","Ofaveolata020827","Ssiderea047593",-2.24766230279179,1.90776371896798,"Hepatic leukemia factor","Hepatic leukemia factor","Transcription","Transcription","Inverse",1.90776371896798,2.24766230279179,0.33989858382381,0.0123662004247465,0.00565376427392291,2.18725079886752,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.117","LH_LC","OG0011908","Ofaveolata029688","Ssiderea023731",-1.20740775218191,2.68419135688134,NA,"glomerular parietal epithelial cell differentiation",NA,"Posttranslational modification, protein turnover, chaperones","Inverse",2.68419135688134,1.20740775218191,1.47678360469943,0.00206922941334178,0.0620286383731755,29.9766850273987,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.118","LH_LC","OG0011936","Ofaveolata023203","Ssiderea046063",-2.83839091365264,1.3441742927366,"ribosomal protein S23","Structural constituent of ribosome. It is involved in the biological process described with","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.3441742927366,2.83839091365264,1.49421662091604,0.045271585776713,0.00145080514264422,31.2044563711717,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.119","LH_LC","OG0012007","Ofaveolata001000","Ssiderea022425",1.09835555162637,-2.72052624583929,NA,"transmembrane receptor protein tyrosine kinase activity",NA,"Signal transduction mechanisms","Inverse",2.72052624583929,1.09835555162637,1.62217069421292,0.00190315322031274,0.0797341646048399,41.8958199233888,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.120","LH_LC","OG0012104","Ofaveolata013649","Ssiderea000158",1.06681685855915,-1.09476164329529,"gamma-glutamyl-peptidase activity","gamma-glutamyl-peptidase activity","Coenzyme transport and metabolism","Coenzyme transport and metabolism","Inverse",1.09476164329529,1.06681685855915,0.02794478473614,0.0803967247768434,0.0857399333233949,1.06646052511943,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.121","LH_LC","OG0012413","Ofaveolata022061","Ssiderea022936",2.05574707684913,-1.1218659922786,NA,"calcium ion binding",NA,"Posttranslational modification, protein turnover, chaperones","Inverse",1.1218659922786,2.05574707684913,0.93388108457053,0.0755325258031291,0.00879534588489661,8.58778344724722,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.122","LH_LC","OG0012435","Ofaveolata004979","Ssiderea046524",-2.09579118618099,1.74575833940865,"phosphatase activity","phosphatase activity","Transcription","Transcription","Inverse",1.74575833940865,2.09579118618099,0.35003284677234,0.0179573257362899,0.00802063612170224,2.23889046502196,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.123","LH_LC","OG0012576","Ofaveolata001171","Ssiderea029404",-1.56703460133169,3.56494488399863,"plasma membrane repair","plasma membrane repair","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis","Inverse",3.56494488399863,1.56703460133169,1.99791028266694,0.000272304686607592,0.0270997571272099,99.5199805953481,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.124","LH_LC","OG0012915","Ofaveolata022352","Ssiderea023226",-3.41204413604854,2.1931104487207,"RNA polymerase I transcription factor binding","RNA polymerase I transcription factor binding","Transcription","Transcription","Inverse",2.1931104487207,3.41204413604854,1.21893368732784,0.00641046526452903,0.000387218291085799,16.5551716231003,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.125","LH_LC","OG0013008","Ofaveolata015292","Ssiderea057465",-1.00855901226769,1.61390810532018,"positive regulation of fibroblast apoptotic process","positive regulation of fibroblast apoptotic process","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.61390810532018,1.00855901226769,0.60534909305249,0.0243271870651099,0.0980485076204871,4.03040875042674,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.126","LH_LC","OG0013060","Ofaveolata005753","Ssiderea045515",-1.5523645216501,2.08417494288304,NA,"Glycosyl transferases group 1",NA,"","Inverse",2.08417494288304,1.5523645216501,0.53181042123294,0.00823806201831978,0.0280307990727209,3.40259626722719,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.127","LH_LC","OG0013122","Ofaveolata008008","Ssiderea009512",2.39335289304461,-5.55157624317733,"-","-","","","Inverse",5.55157624317733,2.39335289304461,3.15822335013272,2.80817233685534e-06,0.00404247280503912,1439.53871775761,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
