Orthogroup	Ofaveolata_out_PRO	Ssiderea_out_PRO
OG0011603	Ofaveolata010575	Ssiderea045385
OG0011604	Ofaveolata009389	Ssiderea035826
OG0011605	Ofaveolata032553	Ssiderea034935
OG0011606	Ofaveolata001300	Ssiderea049628
OG0011607	Ofaveolata030749	Ssiderea013836
OG0011608	Ofaveolata008034	Ssiderea009550
OG0011609	Ofaveolata001454	Ssiderea043614
OG0011610	Ofaveolata019918	Ssiderea052270
OG0011611	Ofaveolata029572	Ssiderea054655
OG0011612	Ofaveolata013828	Ssiderea044277
OG0011613	Ofaveolata005621	Ssiderea053045
OG0011614	Ofaveolata031989	Ssiderea006699
OG0011615	Ofaveolata030409	Ssiderea034144
OG0011616	Ofaveolata012680	Ssiderea000601
OG0011617	Ofaveolata024364	Ssiderea006200
OG0011618	Ofaveolata029860	Ssiderea024083
OG0011619	Ofaveolata001029	Ssiderea022330
OG0011620	Ofaveolata031536	Ssiderea007607
OG0011621	Ofaveolata015238	Ssiderea051081
OG0011622	Ofaveolata016176	Ssiderea052786
OG0011623	Ofaveolata018279	Ssiderea002160
OG0011624	Ofaveolata026616	Ssiderea035158
OG0011625	Ofaveolata017833	Ssiderea048556
OG0011626	Ofaveolata018016	Ssiderea002247
OG0011627	Ofaveolata018021	Ssiderea002251
OG0011628	Ofaveolata007199	Ssiderea009902
OG0011629	Ofaveolata012928	Ssiderea001576
OG0011630	Ofaveolata008513	Ssiderea050500
OG0011631	Ofaveolata013761	Ssiderea049162
OG0011632	Ofaveolata033703	Ssiderea053621
OG0011633	Ofaveolata022549	Ssiderea015351
OG0011634	Ofaveolata005086	Ssiderea010297
OG0011635	Ofaveolata015707	Ssiderea054064
OG0011636	Ofaveolata019775	Ssiderea012093
OG0011637	Ofaveolata023267	Ssiderea005341
OG0011638	Ofaveolata002034	Ssiderea013607
OG0011639	Ofaveolata017922	Ssiderea046829
OG0011640	Ofaveolata003063	Ssiderea024796
OG0011641	Ofaveolata032719	Ssiderea034741
OG0011642	Ofaveolata018962	Ssiderea001946
OG0011643	Ofaveolata033730	Ssiderea053612
OG0011644	Ofaveolata029049	Ssiderea013792
OG0011645	Ofaveolata005591	Ssiderea016151
OG0011646	Ofaveolata017491	Ssiderea048481
OG0011647	Ofaveolata030309	Ssiderea027601
OG0011648	Ofaveolata001945	Ssiderea050221
OG0011649	Ofaveolata028318	Ssiderea042503
OG0011650	Ofaveolata003255	Ssiderea030125
OG0011651	Ofaveolata001629	Ssiderea026718
OG0011652	Ofaveolata021213	Ssiderea012196
OG0011653	Ofaveolata029882	Ssiderea024111
OG0011654	Ofaveolata034904	Ssiderea029899
OG0011655	Ofaveolata017092	Ssiderea054522
OG0011656	Ofaveolata013845	Ssiderea044227
OG0011657	Ofaveolata029850	Ssiderea024040
OG0011658	Ofaveolata022100	Ssiderea022937
OG0011659	Ofaveolata008151	Ssiderea008546
OG0011660	Ofaveolata028107	Ssiderea035361
OG0011661	Ofaveolata024575	Ssiderea005931
OG0011662	Ofaveolata015396	Ssiderea038278
OG0011663	Ofaveolata004475	Ssiderea015595
OG0011664	Ofaveolata026727	Ssiderea017708
OG0011665	Ofaveolata014778	Ssiderea004700
OG0011666	Ofaveolata019626	Ssiderea011722
OG0011667	Ofaveolata026156	Ssiderea054970
OG0011668	Ofaveolata018816	Ssiderea003021
OG0011669	Ofaveolata007222	Ssiderea009861
OG0011670	Ofaveolata000069	Ssiderea029423
OG0011671	Ofaveolata023557	Ssiderea015645
OG0011672	Ofaveolata023347	Ssiderea005228
OG0011673	Ofaveolata026026	Ssiderea021841
OG0011674	Ofaveolata002420	Ssiderea024906
OG0011675	Ofaveolata024571	Ssiderea005935
OG0011676	Ofaveolata016231	Ssiderea052735
OG0011677	Ofaveolata007454	Ssiderea058962
OG0011678	Ofaveolata014419	Ssiderea004891
OG0011679	Ofaveolata013833	Ssiderea044258
OG0011680	Ofaveolata023284	Ssiderea005298
OG0011681	Ofaveolata005107	Ssiderea010403
OG0011682	Ofaveolata005475	Ssiderea010436
OG0011683	Ofaveolata005236	Ssiderea016671
OG0011684	Ofaveolata026331	Ssiderea039683
OG0011685	Ofaveolata017051	Ssiderea052613
OG0011686	Ofaveolata022860	Ssiderea015506
OG0011687	Ofaveolata008563	Ssiderea057178
OG0011688	Ofaveolata029423	Ssiderea032913
OG0011689	Ofaveolata015747	Ssiderea033865
OG0011690	Ofaveolata025097	Ssiderea021437
OG0011691	Ofaveolata000430	Ssiderea029684
OG0011692	Ofaveolata000106	Ssiderea021969
OG0011693	Ofaveolata014978	Ssiderea038394
OG0011694	Ofaveolata018374	Ssiderea002057
OG0011695	Ofaveolata018040	Ssiderea002216
OG0011696	Ofaveolata009685	Ssiderea035918
OG0011697	Ofaveolata022350	Ssiderea023224
OG0011698	Ofaveolata023954	Ssiderea045872
OG0011699	Ofaveolata031319	Ssiderea006647
OG0011700	Ofaveolata002774	Ssiderea013284
OG0011701	Ofaveolata028001	Ssiderea035482
OG0011702	Ofaveolata021507	Ssiderea020296
OG0011703	Ofaveolata001380	Ssiderea026613
OG0011704	Ofaveolata014911	Ssiderea004904
OG0011705	Ofaveolata010116	Ssiderea055865
OG0011706	Ofaveolata014717	Ssiderea004225
OG0011707	Ofaveolata022888	Ssiderea014987
OG0011708	Ofaveolata017628	Ssiderea046864
OG0011709	Ofaveolata023172	Ssiderea046215
OG0011710	Ofaveolata009864	Ssiderea051787
OG0011711	Ofaveolata005503	Ssiderea015746
OG0011712	Ofaveolata021386	Ssiderea056927
OG0011713	Ofaveolata024206	Ssiderea006340
OG0011714	Ofaveolata034915	Ssiderea62463
OG0011715	Ofaveolata029272	Ssiderea033233
OG0011716	Ofaveolata027072	Ssiderea042228
OG0011717	Ofaveolata025827	Ssiderea055542
OG0011718	Ofaveolata011263	Ssiderea051482
OG0011719	Ofaveolata003368	Ssiderea029940
OG0011720	Ofaveolata007139	Ssiderea027965
OG0011721	Ofaveolata010388	Ssiderea045220
OG0011722	Ofaveolata016755	Ssiderea040615
OG0011723	Ofaveolata015979	Ssiderea033364
OG0011724	Ofaveolata028221	Ssiderea033307
OG0011725	Ofaveolata014568	Ssiderea004326
OG0011726	Ofaveolata025650	Ssiderea041931
OG0011727	Ofaveolata022442	Ssiderea057901
OG0011728	Ofaveolata018111	Ssiderea001986
OG0011729	Ofaveolata010493	Ssiderea019532
OG0011730	Ofaveolata017078	Ssiderea054507
OG0011731	Ofaveolata028670	Ssiderea042831
OG0011732	Ofaveolata003434	Ssiderea029842
OG0011733	Ofaveolata033057	Ssiderea025931
OG0011734	Ofaveolata011689	Ssiderea019785
OG0011735	Ofaveolata011584	Ssiderea019675
OG0011736	Ofaveolata019818	Ssiderea012075
OG0011737	Ofaveolata007811	Ssiderea009284
OG0011738	Ofaveolata031077	Ssiderea034993
OG0011739	Ofaveolata003123	Ssiderea024603
OG0011740	Ofaveolata024730	Ssiderea016935
OG0011741	Ofaveolata017469	Ssiderea046778
OG0011742	Ofaveolata012529	Ssiderea017228
OG0011743	Ofaveolata005953	Ssiderea047877
OG0011744	Ofaveolata022598	Ssiderea015270
OG0011745	Ofaveolata004942	Ssiderea046585
OG0011746	Ofaveolata027890	Ssiderea035391
OG0011747	Ofaveolata018923	Ssiderea001967
OG0011748	Ofaveolata020932	Ssiderea020633
OG0011749	Ofaveolata028853	Ssiderea014404
OG0011750	Ofaveolata000788	Ssiderea045015
OG0011751	Ofaveolata029082	Ssiderea042698
OG0011752	Ofaveolata021926	Ssiderea023547
OG0011753	Ofaveolata007860	Ssiderea009104
OG0011754	Ofaveolata001251	Ssiderea056336
OG0011755	Ofaveolata027970	Ssiderea042170
OG0011756	Ofaveolata013696	Ssiderea049240
OG0011757	Ofaveolata034824	Ssiderea012838
OG0011758	Ofaveolata003614	Ssiderea046345
OG0011759	Ofaveolata022177	Ssiderea023072
OG0011760	Ofaveolata008114	Ssiderea009643
OG0011761	Ofaveolata016169	Ssiderea052779
OG0011762	Ofaveolata030481	Ssiderea037822
OG0011763	Ofaveolata013167	Ssiderea000829
OG0011764	Ofaveolata002971	Ssiderea012996
OG0011765	Ofaveolata013076	Ssiderea001356
OG0011766	Ofaveolata015211	Ssiderea051107
OG0011767	Ofaveolata029748	Ssiderea023768
OG0011768	Ofaveolata027851	Ssiderea029058
OG0011769	Ofaveolata000439	Ssiderea029680
OG0011770	Ofaveolata002389	Ssiderea012918
OG0011771	Ofaveolata003619	Ssiderea046347
OG0011772	Ofaveolata000726	Ssiderea044860
OG0011773	Ofaveolata007710	Ssiderea009704
OG0011774	Ofaveolata021003	Ssiderea012302
OG0011775	Ofaveolata034257	Ssiderea031877
OG0011776	Ofaveolata023317	Ssiderea005269
OG0011777	Ofaveolata022524	Ssiderea015369
OG0011778	Ofaveolata029873	Ssiderea024103
OG0011779	Ofaveolata003269	Ssiderea030101
OG0011780	Ofaveolata002448	Ssiderea024969
OG0011781	Ofaveolata007414	Ssiderea044657
OG0011782	Ofaveolata005887	Ssiderea047906
OG0011783	Ofaveolata010880	Ssiderea019894
OG0011784	Ofaveolata034236	Ssiderea006491
OG0011785	Ofaveolata007963	Ssiderea009415
OG0011786	Ofaveolata004708	Ssiderea010866
OG0011787	Ofaveolata021816	Ssiderea022771
OG0011788	Ofaveolata010564	Ssiderea045376
OG0011789	Ofaveolata007915	Ssiderea009383
OG0011790	Ofaveolata023009	Ssiderea014824
OG0011791	Ofaveolata018395	Ssiderea002026
OG0011792	Ofaveolata008338	Ssiderea008885
OG0011793	Ofaveolata006380	Ssiderea028362
OG0011794	Ofaveolata001399	Ssiderea026592
OG0011795	Ofaveolata034149	Ssiderea025193
OG0011796	Ofaveolata022458	Ssiderea015168
OG0011797	Ofaveolata001620	Ssiderea026725
OG0011798	Ofaveolata003095	Ssiderea024673
OG0011799	Ofaveolata026259	Ssiderea039616
OG0011800	Ofaveolata027516	Ssiderea025147
OG0011801	Ofaveolata010441	Ssiderea019460
OG0011802	Ofaveolata022656	Ssiderea015214
OG0011803	Ofaveolata003267	Ssiderea030105
OG0011804	Ofaveolata022048	Ssiderea023328
OG0011805	Ofaveolata022185	Ssiderea023103
OG0011806	Ofaveolata005166	Ssiderea016626
OG0011807	Ofaveolata014694	Ssiderea004577
OG0011808	Ofaveolata024381	Ssiderea006127
OG0011809	Ofaveolata012710	Ssiderea001271
OG0011810	Ofaveolata017106	Ssiderea052640
OG0011811	Ofaveolata012867	Ssiderea001508
OG0011812	Ofaveolata004429	Ssiderea053091
OG0011813	Ofaveolata017811	Ssiderea048511
OG0011814	Ofaveolata029953	Ssiderea024220
OG0011815	Ofaveolata001909	Ssiderea050359
OG0011816	Ofaveolata005697	Ssiderea057260
OG0011817	Ofaveolata000125	Ssiderea021911
OG0011818	Ofaveolata000175	Ssiderea022143
OG0011819	Ofaveolata002587	Ssiderea024437
OG0011820	Ofaveolata028872	Ssiderea014365
OG0011821	Ofaveolata008962	Ssiderea007806
OG0011822	Ofaveolata028583	Ssiderea057961
OG0011823	Ofaveolata027795	Ssiderea025291
OG0011824	Ofaveolata002392	Ssiderea012921
OG0011825	Ofaveolata031977	Ssiderea006662
OG0011826	Ofaveolata017912	Ssiderea048559
OG0011828	Ofaveolata029660	Ssiderea023656
OG0011829	Ofaveolata025813	Ssiderea055555
OG0011830	Ofaveolata008843	Ssiderea007868
OG0011831	Ofaveolata003159	Ssiderea030249
OG0011832	Ofaveolata012946	Ssiderea001682
OG0011833	Ofaveolata030785	Ssiderea034519
OG0011834	Ofaveolata004366	Ssiderea010592
OG0011835	Ofaveolata002348	Ssiderea012853
OG0011836	Ofaveolata027199	Ssiderea035231
OG0011838	Ofaveolata025528	Ssiderea041762
OG0011839	Ofaveolata012719	Ssiderea001289
OG0011840	Ofaveolata017570	Ssiderea018465
OG0011841	Ofaveolata018420	Ssiderea056559
OG0011842	Ofaveolata033885	Ssiderea033558
OG0011843	Ofaveolata000844	Ssiderea022632
OG0011844	Ofaveolata034105	Ssiderea031683
OG0011845	Ofaveolata024796	Ssiderea016769
OG0011846	Ofaveolata005483	Ssiderea010430
OG0011847	Ofaveolata000567	Ssiderea029197
OG0011848	Ofaveolata027279	Ssiderea025620
OG0011849	Ofaveolata022264	Ssiderea022824
OG0011850	Ofaveolata027114	Ssiderea025746
OG0011851	Ofaveolata024249	Ssiderea006352
OG0011852	Ofaveolata021120	Ssiderea011868
OG0011853	Ofaveolata028039	Ssiderea035446
OG0011854	Ofaveolata008760	Ssiderea008293
OG0011855	Ofaveolata024138	Ssiderea005572
OG0011856	Ofaveolata021511	Ssiderea020291
OG0011857	Ofaveolata028938	Ssiderea014270
OG0011858	Ofaveolata005431	Ssiderea015743
OG0011859	Ofaveolata023084	Ssiderea014695
OG0011860	Ofaveolata005470	Ssiderea052528
OG0011861	Ofaveolata031462	Ssiderea048776
OG0011862	Ofaveolata003853	Ssiderea030428
OG0011863	Ofaveolata028792	Ssiderea014542
OG0011864	Ofaveolata007740	Ssiderea009340
OG0011865	Ofaveolata029069	Ssiderea042756
OG0011866	Ofaveolata013469	Ssiderea000442
OG0011867	Ofaveolata008427	Ssiderea008782
OG0011868	Ofaveolata005981	Ssiderea047833
OG0011869	Ofaveolata010457	Ssiderea019517
OG0011870	Ofaveolata026343	Ssiderea039675
OG0011871	Ofaveolata029848	Ssiderea024038
OG0011872	Ofaveolata034086	Ssiderea031757
OG0011873	Ofaveolata008601	Ssiderea050555
OG0011874	Ofaveolata002188	Ssiderea012591
OG0011875	Ofaveolata011466	Ssiderea019386
OG0011876	Ofaveolata020953	Ssiderea020663
OG0011877	Ofaveolata018373	Ssiderea002060
OG0011878	Ofaveolata022426	Ssiderea023519
OG0011879	Ofaveolata016532	Ssiderea036273
OG0011880	Ofaveolata024661	Ssiderea017125
OG0011881	Ofaveolata033907	Ssiderea031853
OG0011882	Ofaveolata002529	Ssiderea027147
OG0011883	Ofaveolata029149	Ssiderea033247
OG0011884	Ofaveolata018226	Ssiderea002097
OG0011885	Ofaveolata033256	Ssiderea055301
OG0011886	Ofaveolata015525	Ssiderea056864
OG0011887	Ofaveolata022355	Ssiderea023229
OG0011888	Ofaveolata031739	Ssiderea007463
OG0011889	Ofaveolata009049	Ssiderea055064
OG0011890	Ofaveolata004815	Ssiderea011080
OG0011891	Ofaveolata022836	Ssiderea015475
OG0011892	Ofaveolata022619	Ssiderea015535
OG0011893	Ofaveolata020827	Ssiderea047593
OG0011894	Ofaveolata008615	Ssiderea050546
OG0011895	Ofaveolata019605	Ssiderea047690
OG0011896	Ofaveolata007066	Ssiderea028275
OG0011897	Ofaveolata030404	Ssiderea034168
OG0011898	Ofaveolata023353	Ssiderea005205
OG0011899	Ofaveolata019615	Ssiderea047668
OG0011900	Ofaveolata021905	Ssiderea023575
OG0011901	Ofaveolata032728	Ssiderea034730
OG0011902	Ofaveolata023273	Ssiderea005324
OG0011903	Ofaveolata019953	Ssiderea052351
OG0011904	Ofaveolata019681	Ssiderea012148
OG0011905	Ofaveolata022469	Ssiderea015158
OG0011906	Ofaveolata004272	Ssiderea029062
OG0011907	Ofaveolata002668	Ssiderea027196
OG0011908	Ofaveolata029688	Ssiderea023731
OG0011909	Ofaveolata030694	Ssiderea013983
OG0011910	Ofaveolata000551	Ssiderea029208
OG0011911	Ofaveolata026958	Ssiderea017964
OG0011912	Ofaveolata024476	Ssiderea005759
OG0011913	Ofaveolata000131	Ssiderea021904
OG0011914	Ofaveolata030679	Ssiderea013942
OG0011915	Ofaveolata024597	Ssiderea005883
OG0011916	Ofaveolata027396	Ssiderea042084
OG0011918	Ofaveolata024212	Ssiderea006442
OG0011919	Ofaveolata005301	Ssiderea015841
OG0011920	Ofaveolata010288	Ssiderea045176
OG0011921	Ofaveolata014955	Ssiderea038357
OG0011922	Ofaveolata024093	Ssiderea005476
OG0011923	Ofaveolata019187	Ssiderea019137
OG0011924	Ofaveolata003289	Ssiderea030070
OG0011925	Ofaveolata017705	Ssiderea046933
OG0011926	Ofaveolata020820	Ssiderea047598
OG0011927	Ofaveolata032856	Ssiderea055165
OG0011928	Ofaveolata006623	Ssiderea010003
OG0011929	Ofaveolata017069	Ssiderea054487
OG0011930	Ofaveolata000340	Ssiderea022091
OG0011931	Ofaveolata014968	Ssiderea038349
OG0011932	Ofaveolata012295	Ssiderea017392
OG0011933	Ofaveolata033216	Ssiderea026251
OG0011934	Ofaveolata006438	Ssiderea022613
OG0011935	Ofaveolata024059	Ssiderea005437
OG0011936	Ofaveolata023203	Ssiderea046063
OG0011937	Ofaveolata018804	Ssiderea003136
OG0011938	Ofaveolata006702	Ssiderea032348
OG0011939	Ofaveolata025062	Ssiderea021410
OG0011940	Ofaveolata005200	Ssiderea016600
OG0011941	Ofaveolata003762	Ssiderea028732
OG0011942	Ofaveolata018455	Ssiderea019188
OG0011943	Ofaveolata029416	Ssiderea032920
OG0011944	Ofaveolata014908	Ssiderea004908
OG0011945	Ofaveolata004958	Ssiderea046599
OG0011946	Ofaveolata000256	Ssiderea029589
OG0011947	Ofaveolata026506	Ssiderea021770
OG0011948	Ofaveolata001956	Ssiderea050197
OG0011949	Ofaveolata026183	Ssiderea055020
OG0011950	Ofaveolata016264	Ssiderea052699
OG0011951	Ofaveolata018461	Ssiderea056547
OG0011952	Ofaveolata022408	Ssiderea023321
OG0011953	Ofaveolata011060	Ssiderea055662
OG0011954	Ofaveolata026911	Ssiderea017922
OG0011955	Ofaveolata021802	Ssiderea020385
OG0011956	Ofaveolata030455	Ssiderea037867
OG0011957	Ofaveolata021111	Ssiderea011875
OG0011958	Ofaveolata033977	Ssiderea031998
OG0011959	Ofaveolata010815	Ssiderea019819
OG0011960	Ofaveolata002510	Ssiderea025109
OG0011961	Ofaveolata021820	Ssiderea022765
OG0011962	Ofaveolata010302	Ssiderea045185
OG0011963	Ofaveolata004463	Ssiderea053253
OG0011964	Ofaveolata022636	Ssiderea050128
OG0011965	Ofaveolata004015	Ssiderea031367
OG0011966	Ofaveolata005219	Ssiderea016648
OG0011967	Ofaveolata003644	Ssiderea046463
OG0011968	Ofaveolata023249	Ssiderea045843
OG0011969	Ofaveolata017895	Ssiderea003353
OG0011970	Ofaveolata022232	Ssiderea022804
OG0011971	Ofaveolata026781	Ssiderea036735
OG0011972	Ofaveolata016120	Ssiderea055373
OG0011973	Ofaveolata001119	Ssiderea022156
OG0011974	Ofaveolata024197	Ssiderea005678
OG0011975	Ofaveolata004607	Ssiderea016363
OG0011976	Ofaveolata033458	Ssiderea047079
OG0011977	Ofaveolata027343	Ssiderea042187
OG0011978	Ofaveolata022846	Ssiderea015486
OG0011979	Ofaveolata029791	Ssiderea023935
OG0011980	Ofaveolata022751	Ssiderea015431
OG0011981	Ofaveolata017060	Ssiderea054477
OG0011982	Ofaveolata032582	Ssiderea048845
OG0011983	Ofaveolata002465	Ssiderea024991
OG0011984	Ofaveolata016226	Ssiderea052743
OG0011985	Ofaveolata030273	Ssiderea027532
OG0011986	Ofaveolata013294	Ssiderea001067
OG0011987	Ofaveolata019897	Ssiderea052243
OG0011988	Ofaveolata003353	Ssiderea029966
OG0011989	Ofaveolata028382	Ssiderea042573
OG0011990	Ofaveolata021572	Ssiderea020181
OG0011991	Ofaveolata007577	Ssiderea044469
OG0011992	Ofaveolata028822	Ssiderea014497
OG0011993	Ofaveolata018505	Ssiderea002779
OG0011994	Ofaveolata003056	Ssiderea024808
OG0011995	Ofaveolata028544	Ssiderea042851
OG0011996	Ofaveolata020067	Ssiderea056499
OG0011997	Ofaveolata008048	Ssiderea009583
OG0011998	Ofaveolata008491	Ssiderea008734
OG0011999	Ofaveolata030413	Ssiderea034141
OG0012001	Ofaveolata031900	Ssiderea007314
OG0012002	Ofaveolata029855	Ssiderea024078
OG0012003	Ofaveolata006267	Ssiderea032614
OG0012004	Ofaveolata030667	Ssiderea013920
OG0012005	Ofaveolata003230	Ssiderea030134
OG0012006	Ofaveolata000765	Ssiderea044949
OG0012007	Ofaveolata001000	Ssiderea022425
OG0012008	Ofaveolata033190	Ssiderea026291
OG0012009	Ofaveolata024584	Ssiderea005922
OG0012010	Ofaveolata033878	Ssiderea031855
OG0012011	Ofaveolata025315	Ssiderea041990
OG0012012	Ofaveolata027726	Ssiderea025448
OG0012013	Ofaveolata029927	Ssiderea024194
OG0012014	Ofaveolata005668	Ssiderea010545
OG0012015	Ofaveolata026918	Ssiderea018048
OG0012016	Ofaveolata027481	Ssiderea036750
OG0012017	Ofaveolata018259	Ssiderea002141
OG0012018	Ofaveolata007766	Ssiderea009242
OG0012019	Ofaveolata009679	Ssiderea035912
OG0012020	Ofaveolata019752	Ssiderea011949
OG0012021	Ofaveolata028115	Ssiderea035351
OG0012022	Ofaveolata001092	Ssiderea022203
OG0012023	Ofaveolata023061	Ssiderea014754
OG0012024	Ofaveolata003287	Ssiderea030073
OG0012025	Ofaveolata027987	Ssiderea035472
OG0012026	Ofaveolata016819	Ssiderea015915
OG0012027	Ofaveolata001337	Ssiderea049729
OG0012028	Ofaveolata013082	Ssiderea001364
OG0012029	Ofaveolata033651	Ssiderea053682
OG0012030	Ofaveolata014418	Ssiderea004893
OG0012031	Ofaveolata003852	Ssiderea030429
OG0012032	Ofaveolata015213	Ssiderea051105
OG0012033	Ofaveolata026461	Ssiderea038590
OG0012034	Ofaveolata021555	Ssiderea020286
OG0012035	Ofaveolata029999	Ssiderea050914
OG0012036	Ofaveolata013616	Ssiderea000201
OG0012037	Ofaveolata012860	Ssiderea001500
OG0012038	Ofaveolata009763	Ssiderea036036
OG0012039	Ofaveolata024389	Ssiderea005726
OG0012040	Ofaveolata016709	Ssiderea039187
OG0012041	Ofaveolata009050	Ssiderea055063
OG0012042	Ofaveolata009382	Ssiderea035695
OG0012043	Ofaveolata024442	Ssiderea006122
OG0012044	Ofaveolata024352	Ssiderea005810
OG0012045	Ofaveolata020708	Ssiderea055892
OG0012046	Ofaveolata007307	Ssiderea058216
OG0012047	Ofaveolata030156	Ssiderea038005
OG0012048	Ofaveolata025141	Ssiderea021517
OG0012049	Ofaveolata018252	Ssiderea002133
OG0012050	Ofaveolata023182	Ssiderea014650
OG0012051	Ofaveolata018856	Ssiderea003094
OG0012052	Ofaveolata023366	Ssiderea005202
OG0012053	Ofaveolata013005	Ssiderea001626
OG0012054	Ofaveolata029557	Ssiderea054662
OG0012055	Ofaveolata028323	Ssiderea042497
OG0012056	Ofaveolata016637	Ssiderea056017
OG0012057	Ofaveolata003397	Ssiderea029892
OG0012058	Ofaveolata008608	Ssiderea050548
OG0012059	Ofaveolata005414	Ssiderea052359
OG0012060	Ofaveolata020884	Ssiderea020522
OG0012061	Ofaveolata023859	Ssiderea049909
OG0012062	Ofaveolata022273	Ssiderea022837
OG0012063	Ofaveolata028570	Ssiderea057948
OG0012064	Ofaveolata027506	Ssiderea035380
OG0012065	Ofaveolata017614	Ssiderea046852
OG0012066	Ofaveolata001812	Ssiderea027103
OG0012067	Ofaveolata021025	Ssiderea023764
OG0012068	Ofaveolata027271	Ssiderea025617
OG0012069	Ofaveolata017819	Ssiderea048520
OG0012070	Ofaveolata017451	Ssiderea048453
OG0012071	Ofaveolata014983	Ssiderea038399
OG0012072	Ofaveolata025850	Ssiderea055501
OG0012073	Ofaveolata031871	Ssiderea007234
OG0012074	Ofaveolata024449	Ssiderea005788
OG0012075	Ofaveolata006517	Ssiderea028013
OG0012076	Ofaveolata016406	Ssiderea036564
OG0012077	Ofaveolata016537	Ssiderea036254
OG0012078	Ofaveolata029903	Ssiderea024161
OG0012079	Ofaveolata031198	Ssiderea006477
OG0012080	Ofaveolata024530	Ssiderea005994
OG0012081	Ofaveolata005434	Ssiderea015745
OG0012082	Ofaveolata014880	Ssiderea004032
OG0012083	Ofaveolata029185	Ssiderea027760
OG0012084	Ofaveolata011297	Ssiderea051390
OG0012085	Ofaveolata010177	Ssiderea054866
OG0012086	Ofaveolata017074	Ssiderea054503
OG0012087	Ofaveolata001576	Ssiderea026788
OG0012088	Ofaveolata028766	Ssiderea027811
OG0012089	Ofaveolata013561	Ssiderea000229
OG0012090	Ofaveolata001943	Ssiderea050237
OG0012091	Ofaveolata032517	Ssiderea034879
OG0012092	Ofaveolata023968	Ssiderea046003
OG0012093	Ofaveolata014137	Ssiderea003535
OG0012094	Ofaveolata025859	Ssiderea055493
OG0012095	Ofaveolata018193	Ssiderea018817
OG0012096	Ofaveolata003533	Ssiderea046296
OG0012097	Ofaveolata006720	Ssiderea032359
OG0012098	Ofaveolata013202	Ssiderea000909
OG0012099	Ofaveolata019143	Ssiderea019051
OG0012100	Ofaveolata012290	Ssiderea017402
OG0012101	Ofaveolata036121	Ssiderea60484
OG0012102	Ofaveolata003628	Ssiderea046372
OG0012103	Ofaveolata023395	Ssiderea005104
OG0012104	Ofaveolata013649	Ssiderea000158
OG0012105	Ofaveolata014391	Ssiderea004867
OG0012106	Ofaveolata001844	Ssiderea057693
OG0012107	Ofaveolata008120	Ssiderea009658
OG0012108	Ofaveolata011069	Ssiderea055638
OG0012109	Ofaveolata015207	Ssiderea051110
OG0012110	Ofaveolata025162	Ssiderea021566
OG0012111	Ofaveolata024812	Ssiderea016719
OG0012112	Ofaveolata007959	Ssiderea009422
OG0012113	Ofaveolata028714	Ssiderea042783
OG0012114	Ofaveolata011499	Ssiderea045096
OG0012115	Ofaveolata003679	Ssiderea046505
OG0012116	Ofaveolata010052	Ssiderea049434
OG0012117	Ofaveolata000898	Ssiderea022547
OG0012118	Ofaveolata011102	Ssiderea056751
OG0012119	Ofaveolata002840	Ssiderea013433
OG0012120	Ofaveolata019098	Ssiderea018964
OG0012121	Ofaveolata002960	Ssiderea013005
OG0012122	Ofaveolata023242	Ssiderea045981
OG0012123	Ofaveolata026128	Ssiderea054938
OG0012124	Ofaveolata006339	Ssiderea048212
OG0012125	Ofaveolata014703	Ssiderea004165
OG0012126	Ofaveolata013385	Ssiderea025311
OG0012127	Ofaveolata034052	Ssiderea031712
OG0012128	Ofaveolata005630	Ssiderea016071
OG0012129	Ofaveolata017142	Ssiderea039410
OG0012130	Ofaveolata017065	Ssiderea054483
OG0012131	Ofaveolata017780	Ssiderea018562
OG0012132	Ofaveolata002721	Ssiderea013207
OG0012133	Ofaveolata003070	Ssiderea024791
OG0012134	Ofaveolata004418	Ssiderea053115
OG0012135	Ofaveolata023260	Ssiderea045954
OG0012136	Ofaveolata013882	Ssiderea044128
OG0012137	Ofaveolata028205	Ssiderea033258
OG0012138	Ofaveolata005326	Ssiderea015794
OG0012139	Ofaveolata033049	Ssiderea025941
OG0012140	Ofaveolata013596	Ssiderea015659
OG0012141	Ofaveolata022527	Ssiderea015366
OG0012142	Ofaveolata008817	Ssiderea007919
OG0012143	Ofaveolata002328	Ssiderea012842
OG0012144	Ofaveolata014838	Ssiderea004558
OG0012145	Ofaveolata014577	Ssiderea004356
OG0012146	Ofaveolata009929	Ssiderea036117
OG0012147	Ofaveolata003569	Ssiderea046302
OG0012148	Ofaveolata028804	Ssiderea014521
OG0012149	Ofaveolata001266	Ssiderea049767
OG0012150	Ofaveolata002972	Ssiderea012990
OG0012151	Ofaveolata002269	Ssiderea012765
OG0012152	Ofaveolata004451	Ssiderea053049
OG0012153	Ofaveolata022484	Ssiderea015382
OG0012154	Ofaveolata003808	Ssiderea028855
OG0012155	Ofaveolata005914	Ssiderea045659
OG0012156	Ofaveolata033568	Ssiderea053689
OG0012157	Ofaveolata013472	Ssiderea000424
OG0012158	Ofaveolata032974	Ssiderea026469
OG0012159	Ofaveolata019946	Ssiderea62673
OG0012160	Ofaveolata026252	Ssiderea042057
OG0012161	Ofaveolata012857	Ssiderea001497
OG0012162	Ofaveolata009704	Ssiderea035939
OG0012163	Ofaveolata036419	Ssiderea057018
OG0012164	Ofaveolata034218	Ssiderea053746
